"name","count","topcode","tricky","url","notes"
"Consumer Watchdog",23,"Other",,,
"Consumer Watchdog",23,"Misc Issues",,,
"Feminist Majority Foundation",23,"Other",,,
"Feminist Majority Foundation",23,"Women's Issues",,,
"National Disability Rights Network",23,"Other",,,
"National Disability Rights Network",23,"Human Rights",,,
"National Disability Rights Network",23,"Health",,,
"National Disability Rights Network",23,"Non-Profit Institutions",,,
"Johnson Controls",23,"Automotive",,,
"Johnson Controls",23,"Manufacturing",,,
"Emergency Committee for American Trade",23,"Trade Associations",,,
"Emergency Committee for American Trade",23,"Misc Trade",,,
"International Warehouse Logistics Association",23,"Trade Associations",,,
"International Warehouse Logistics Association",23,"Misc Trade",,,
"American Society of Heating, Refrigerating and Air-Conditioning Engineers",23,"Construction",,,
"American Society of Heating, Refrigerating and Air-Conditioning Engineers",23,"Misc Services",,,
"Brady Campaign to Prevent Gun Violence",23,"Firearms",,,
"Brain Injury Association of America",23,"Health",,,
"Brain Injury Association of America",23,"Human Rights",,,
"Liberty Coalition",23,"Human Rights",,,
"Liberty Coalition",23,"Misc Issues",,,
"Liberty Coalition",23,"Political",,,
"In the Public Interest",23,"Misc Issues",,,
"NAIOP, the Commercial Real Estate Development Association",23,"Real Estate",,,
"National Club Association",23,"Entertainment",,,
"Coca-Cola Company",22,"Other",,,
"Coca-Cola Company",22,"Food & Beverage",,,
"Center on Budget and Policy Priorities",22,"Other",,,
"Center on Budget and Policy Priorities",22,"Human Rights",,,
"Center on Budget and Policy Priorities",22,"Misc Issues",,,
"Traditional Values Coalition",22,"Other",,,
"Traditional Values Coalition",22,"Political",,,
"American Public Transportation Association",22,"Other",,,
"American Public Transportation Association",22,"Transportation",,,
"United Spinal Association",22,"Other",,,
"United Spinal Association",22,"Human Rights",,,
"United Spinal Association",22,"Health",,,
"African American Ministers In Action",22,"Other",,,
"African American Ministers In Action",22,"Religious",,,
"African American Ministers In Action",22,"Human Rights",,,
"National Advocacy Center of the Sisters of the Good Shepherd",22,"Other",,,
"National Advocacy Center of the Sisters of the Good Shepherd",22,"Religious",,,
"National Active and Retired Federal Employees Association",22,"Other",,,
"National Active and Retired Federal Employees Association",22,"Unions",,,
"National Center for Transgender Equality",22,"Other",,,
"National Center for Transgender Equality",22,"Human Rights",,,
"American College of Preventive Medicine",22,"Other",,,
"American College of Preventive Medicine",22,"Health",,,
"International Center for Technology Assessment",22,"Other",,,
"International Center for Technology Assessment",22,"Misc Issues",,,
"Aircraft Owners and Pilots Association",22,"Transportation",,,
"Industrial Fasteners Institute",22,"Construction",,,
"Industrial Fasteners Institute",22,"Manufacturing",,,
"American Concrete Pressure Pipe Association",22,"Construction",,,
"Public Employees for Environmental Responsibility",22,"Civil Servants/Public Officials",,,
"Public Employees for Environmental Responsibility",22,"Environmental",,,
"Financial Services Forum",22,"Financial",,,
"Financial Services Forum",22,"Misc Issues",,,
"Citigroup",22,"Financial",,,
"Adobe Systems",22,"Manufacturing",,,
"Clean Air Watch",22,"Environmental",,,
"National Confectioners Association",22,"Food & Beverage",,,
"American Diabetes Association",22,"Health",,,
"American Diabetes Association",22,"Human Rights",,,
"American Association of Neurological Surgeons",22,"Health",,,
"Worksafe",22,"Human Rights",,,
"Worksafe",22,"Unions",,,
"PFLAG",22,"Human Rights",,,
"Metlife",22,"Insurance",,,
"America's Health Insurance Plans",22,"Insurance",,,
"Yahoo!",22,"Telecom",,,
"Association of the Nonwoven Fabrics Industry",22,"Manufacturing",,,
"Whirlpool",22,"Manufacturing",,,
"Association of American Publishers",22,"Misc Trade",,,
"Building Owners and Managers Association International",22,"Real Estate",,,
"Comcast",22,"Entertainment",,,
"Comcast",22,"Telecom",,,
"National Coalition Against Censorship",21,"Other",,,
"National Coalition Against Censorship",21,"Human Rights",,,
"National Coalition Against Censorship",21,"Misc Issues",,,
"Interfaith Worker Justice",21,"Other",,,
"Interfaith Worker Justice",21,"Religious",,,
"Interfaith Worker Justice",21,"Human Rights",,,
"Interfaith Worker Justice",21,"Unions",,,
"Association of Community College Trustees",21,"Other",,,
"Association of Community College Trustees",21,"Education",,,
"Institute for Agriculture and Trade Policy",21,"Other",,,
"Institute for Agriculture and Trade Policy",21,"Human Rights",,,
"Hadassah",21,"Other",,,
"Hadassah",21,"Religious",,,
"Hadassah",21,"Misc Issues",,,
"Hadassah",21,"Women's Issues",,,
"Center for Rural Affairs",21,"Other",,,
"Center for Rural Affairs",21,"Trade Associations",,,
"Center for Rural Affairs",21,"Human Rights",,,
"Center for Rural Affairs",21,"Farming",,,
"Center for Rural Affairs",21,"Non-Profit Institutions",,,
"Association of Community Organizations for Reform Now",21,"Other",,,
"Association of Community Organizations for Reform Now",21,"Political",,,
"Association of Community Organizations for Reform Now",21,"Human Rights",,,
"Association of Community Organizations for Reform Now",21,"Misc Issues",,,
"American-Arab Anti-Discrimination Committee",21,"Other",,,
"American-Arab Anti-Discrimination Committee",21,"Defense",,,
"American-Arab Anti-Discrimination Committee",21,"Human Rights",,,
"National Association of School Psychologists",21,"Other",,,
"National Association of School Psychologists",21,"Education",,,
"National Association of School Psychologists",21,"Health",,,
"Environmental and Energy Study Institute",21,"Other",,,
"Environmental and Energy Study Institute",21,"Environmental",,,
"Environmental and Energy Study Institute",21,"Energy",,,
"Gray Panthers",21,"Other",,,
"Gray Panthers",21,"Human Rights",,,
"Gray Panthers",21,"Misc Issues",,,
"American Thoracic Society",21,"Other",,,
"American Thoracic Society",21,"Health",,,
"American Chemical Society",21,"Other",,,
"American Chemical Society",21,"Manufacturing",,,
"American Chemical Society",21,"Education",,,
"Brick Industry Association",21,"Construction",,,
"Security Industry Association",21,"Trade Services",,,
"Security Industry Association",21,"Unions",,,
"American Association of School Administrators",21,"Civil Servants/Public Officials",,,
"American Association of School Administrators",21,"Education",,,
"American Association of School Administrators",21,"Unions",,,
"Raytheon",21,"Defense",,,
"Izaak Walton League of America",21,"Environmental",,,
"Safari Club International",21,"Environmental",,,
"Safari Club International",21,"Firearms",,,
"American Beverage Association",21,"Food & Beverage",,,
"American Speech-Language-Hearing Association",21,"Health",,,
"American Speech-Language-Hearing Association",21,"Human Rights",,,
"Federation of American Hospitals",21,"Health",,,
"Greenlining Institute",21,"Human Rights",,,
"Every Child Matters",21,"Human Rights",,,
"American Horse Council",21,"Farming",,,
"LeadingAge",21,"Misc Issues",,,
"Transportation Trades Department, AFL-CIO",21,"Unions",,,
"Medtronic",21,"Health",,,
"Time Warner",21,"Entertainment",,,
"Time Warner Cable",21,"Telecom",,,
"National Association of Student Financial Aid Administrators",20,"Other",,,
"National Association of Student Financial Aid Administrators",20,"Education",,,
"National Association of Student Financial Aid Administrators",20,"Financial",,,
"National Council for Community Behavioral Healthcare",20,"Other",,,
"National Council for Community Behavioral Healthcare",20,"Health",,,
"National Council for Community Behavioral Healthcare",20,"Human Rights",,,
"Japanese American Citizens League",20,"Other",,,
"Japanese American Citizens League",20,"Human Rights",,,
"School Social Work Association of America",20,"Other",,,
"Ocean Conservancy",20,"Other",,,
"Ocean Conservancy",20,"Environmental",,,
"Child Welfare League of America",20,"Other",,,
"Child Welfare League of America",20,"Human Rights",,,
"American Public Gas Association",20,"Other",,,
"American Public Gas Association",20,"Energy",,,
"Forging Industry Association",20,"Other",,,
"Forging Industry Association",20,"Manufacturing",,,
"Direct Care Alliance",20,"Other",,,
"Direct Care Alliance",20,"Health",,,
"Direct Care Alliance",20,"Human Rights",,,
"Direct Care Alliance",20,"Unions",,,
"Federal Managers Association",20,"Other",,,
"Federal Managers Association",20,"Unions",,,
"American Farmland Trust",20,"Farming",,,
"American Farmland Trust",20,"Environmental",,,
"FedEx",20,"Transportation",,,
"Silicon Valley Leadership Group",20,"Trade Associations",,,
"National Potato Council",20,"Farming",,,
"National Barley Growers Association",20,"Farming",,,
"Nuclear Energy Institute",20,"Energy",,,
"Eaton",20,"Energy",,,
"Eaton",20,"Manufacturing",,,
"IPC - Association Connecting Electronics Industries",20,"Manufacturing",,,
"IPC - Association Connecting Electronics Industries",20,"Telecom",,,
"Symantec",20,"Manufacturing",,,
"American Sportfishing Association",20,"Environmental",,,
"Construction Industry Round Table",20,"Construction",,,
"American Society of Anesthesiologists",20,"Health",,,
"American Gastroenterological Association",20,"Health",,,
"Southeast Asia Resource Action Center",20,"Human Rights",,,
"Medicare Rights Center",20,"Human Rights",,,
"Medicare Rights Center",20,"Misc Issues",,,
"United Mine Workers of America",20,"Unions",,,
"American Council of Life Insurers",20,"Insurance",,,
"Asian American Hotel Owners Association ",20,"Tourism",,,
"Disney",20,"Tourism",,,
"Disney",20,"Entertainment",,,
"Nike",20,"Manufacturing",,,
"Department for Professional Employees, AFL CIO",20,"Unions",,,
"National Domestic Workers Alliance",20,"Unions",,,
"BP Global",20,"Energy",,,
"Bayer",20,"Health",,,
"Home Depot",20,"Retail",,,
"Society for Women's Health Research",19,"Other",,,
"Society for Women's Health Research",19,"Human Rights",,,
"Society for Women's Health Research",19,"Health",,,
"Society for Women's Health Research",19,"Women's Issues",,,
"Air-Conditioning, Heating, and Refrigeration Institute ",19,"Other",,,
"Air-Conditioning, Heating, and Refrigeration Institute ",19,"Manufacturing",,,
"Air-Conditioning, Heating, and Refrigeration Institute ",19,"Misc Services",,,
"CCIM Institute",19,"Other",,,
"CCIM Institute",19,"Real Estate",,,
"National Anti-Vivisection Society",19,"Other",,,
"National Anti-Vivisection Society",19,"Misc Issues",,,
"Congressional Sportsmen's Foundation",19,"Other",,,
"Congressional Sportsmen's Foundation",19,"Environmental",,,
"Congressional Sportsmen's Foundation",19,"Firearms",,,
"Asian & Pacific Islander American Health Forum",19,"Other",,,
"Asian & Pacific Islander American Health Forum",19,"Human Rights",,,
"Asian & Pacific Islander American Health Forum",19,"Health",,,
"Disciples Justice Action Network",19,"Other",,,
"Disciples Justice Action Network",19,"Religious",,,
"Disciples Justice Action Network",19,"Human Rights",,,
"National Association of School Nurses",19,"Other",,,
"National Association of School Nurses",19,"Education",,,
"National Association of School Nurses",19,"Health",,,
"National Council of Churches of Christ in the USA",19,"Other",,,
"National Council of Churches of Christ in the USA",19,"Religious",,,
"Pheasants Forever",19,"Other",,,
"Pheasants Forever",19,"Environmental",,,
"Pew Charitable Trusts",19,"Other",,,
"Pew Charitable Trusts",19,"Environmental",,,
"Pew Charitable Trusts",19,"Human Rights",,,
"Pew Charitable Trusts",19,"Misc Issues",,,
"Pew Charitable Trusts",19,"Non-Profit Institutions",,,
"Premier ",19,"Other",,,
"Premier ",19,"Health",,,
"CounterCorp",19,"Other",,,
"CounterCorp",19,"Political",,,
"CounterCorp",19,"Misc Issues",,,
"International Brotherhood of Boilermakers",19,"Other",,,
"International Brotherhood of Boilermakers",19,"Unions",,,
"American International Automobile Dealers Association",19,"Automotive",,,
"Building and Construction Trades Department, AFL-CIO",19,"Unions",,,
"Professional Services Council",19,"Trade Associations",,,
"Professional Services Council",19,"Trade Services",,,
"JPMorgan Chase",19,"Financial",,,
"Demand Progress",19,"Political",,,
"Working America",19,"Political",,,
"Working America",19,"Human Rights",,,
"Working America",19,"Misc Issues",,,
"Working America",19,"Unions",,,
"Gay, Lesbian & Straight Education Network",19,"Education",,,
"Gay, Lesbian & Straight Education Network",19,"Human Rights",,,
"Earth Day Network",19,"Environmental",,,
"American Bird Conservancy",19,"Environmental",,,
"American Bird Conservancy",19,"Misc Issues",,,
"Association of Reproductive Health Professionals",19,"Health",,,
"Disability Rights Education and Defense Fund",19,"Human Rights",,,
"National Network to End Domestic Violence",19,"Human Rights",,,
"National Network to End Domestic Violence",19,"Misc Services",,,
"National Network to End Domestic Violence",19,"Women's Issues",,,
"California Reinvestment Coalition",19,"Human Rights",,,
"California Reinvestment Coalition",19,"Misc Issues",,,
"Blue Cross and Blue Shield Association",19,"Insurance",,,
"Liberty Mutual Group",19,"Insurance",,,
"Organic Consumers Association",19,"Misc Issues",,,
"Organic Consumers Association",19,"Non-Profit Institutions",,,
"American Lighting Association",19,"Manufacturing",,,
"American Lighting Association",19,"Retail",,,
"Institute of Real Estate Management",19,"Real Estate",,,
"National Automatic Merchandising Association",19,"Retail",,,
"Air Line Pilots Association, International",19,"Unions",,,
"Truck Renting and Leasing Association",19,"Transportation",,,
"International Association of Chiefs of Police",18,"Other",,,
"International Association of Chiefs of Police",18,"Civil Servants/Public Officials",,,
"International Association of Chiefs of Police",18,"Unions",,,
"U.S. Business & Industry Council",18,"Other",,,
"U.S. Business & Industry Council",18,"Trade Associations",,,
"U.S. Business & Industry Council",18,"Political",,,
"Renewable Fuels Association",18,"Other",,,
"Renewable Fuels Association",18,"Energy",,,
"National Association of Community Health Centers",18,"Other",,,
"National Association of Community Health Centers",18,"Political",,,
"National Association of Community Health Centers",18,"Health",,,
"One Nation Under God",18,"Other",,,
"One Nation Under God",18,"Political",,,
"Federally Employed Women",18,"Other",,,
"Federally Employed Women",18,"Unions",,,
"Federally Employed Women",18,"Women's Issues",,,
"Equal Rights Advocates",18,"Other",,,
"Equal Rights Advocates",18,"Human Rights",,,
"Equal Rights Advocates",18,"Women's Issues",,,
"Americans for Campaign Reform",18,"Other",,,
"Americans for Campaign Reform",18,"Misc Issues",,,
"Western Business Roundtable",18,"Other",,,
"Western Business Roundtable",18,"Trade Associations",,,
"Western Business Roundtable",18,"Energy",,,
"American Corn Growers Association",18,"Other",,,
"American Corn Growers Association",18,"Farming",,,
"National Association of Independent Colleges and Universities",18,"Other",,,
"National Association of Independent Colleges and Universities",18,"Education",,,
"Congress of Neurological Surgeons",18,"Other",,,
"Congress of Neurological Surgeons",18,"Health",,,
"American Occupational Therapy Association",18,"Other",,,
"American Occupational Therapy Association",18,"Health",,,
"Endangered Species Coalition",18,"Other",,,
"Endangered Species Coalition",18,"Environmental",,,
"Endangered Species Coalition",18,"Misc Issues",,,
"Pesticide Action Network",18,"Other",,,
"Pesticide Action Network",18,"Farming",,,
"Pesticide Action Network",18,"Environmental",,,
"Pesticide Action Network",18,"Misc Issues",,,
"Drug Policy Alliance",18,"Other",,,
"Drug Policy Alliance",18,"Human Rights",,,
"Drug Policy Alliance",18,"Non-Profit Institutions",,,
"Citizens for Tax Justice",18,"Other",,,
"Citizens for Tax Justice",18,"Misc Issues",,,
"Mennonite Central Committee",18,"Other",,,
"Mennonite Central Committee",18,"Religious",,,
"Sentencing Project",18,"Other",,,
"Sentencing Project",18,"Human Rights",,,
"Depression and Bipolar Support Alliance",18,"Other",,,
"Depression and Bipolar Support Alliance",18,"Health",,,
"Depression and Bipolar Support Alliance",18,"Human Rights",,,
"Center for Foodborne Illness Research & Prevention",18,"Other",,,
"Center for Foodborne Illness Research & Prevention",18,"Human Rights",,,
"Center for Foodborne Illness Research & Prevention",18,"Health",,,
"Center for Foodborne Illness Research & Prevention",18,"Misc Issues",,,
"Southern Poverty Law Center",18,"Other",,,
"Southern Poverty Law Center",18,"Human Rights",,,
"Southern Poverty Law Center",18,"Legal",,,
"Southern Poverty Law Center",18,"Non-Profit Institutions",,,
"Humane Society Veterinary Medical Association",18,"Farming",,,
"Humane Society Veterinary Medical Association",18,"Health",,,
"Humane Society Veterinary Medical Association",18,"Misc Issues",,,
"UPS",18,"Transportation",,,
"UPS",18,"Civil Servants/Public Officials",,,
"American Coatings Association",18,"Construction",,,
"American Coatings Association",18,"Manufacturing",,,
"American Composites Manufacturers Association",18,"Manufacturing",,,
"Catholic Health Association of the United States",18,"Religious",,,
"Catholic Health Association of the United States",18,"Health",,,
"Interfaith Power & Light",18,"Religious",,,
"Interfaith Power & Light",18,"Environmental",,,
"Interfaith Power & Light",18,"Energy",,,
"Council for Exceptional Children",18,"Education",,,
"Council for Exceptional Children",18,"Human Rights",,,
"American Association of State Colleges and Universities",18,"Education",,,
"Duke Energy",18,"Energy",,,
"Semiconductor Equipment and Materials International",18,"Manufacturing",,,
"Earthworks",18,"Environmental",,,
"Earthworks",18,"Energy",,,
"Citizens for Sludge-Free Land",18,"Environmental",,,
"Citizens for Sludge-Free Land",18,"Misc Issues",,,
"Protect All Children's Environment",18,"Environmental",,,
"Protect All Children's Environment",18,"Human Rights",,,
"Protect All Children's Environment",18,"Misc Issues",,,
"National Meat Association",18,"Food & Beverage",,,
"United Cerebral Palsy",18,"Human Rights",,,
"United Cerebral Palsy",18,"Health",,,
"Parkinson's Action Network",18,"Human Rights",,,
"Parkinson's Action Network",18,"Health",,,
"Parkinson's Action Network",18,"Non-Profit Institutions",,,
"Nationwide Mutual Insurance Company",18,"Insurance",,,
"American Wholesale Marketers Association",18,"Misc Trade",,,
"American Wholesale Marketers Association",18,"Farming",,,
"Northrop Grumman",18,"Defense",,,
"OpenTheGovernment.org",18,"Misc Issues",,,
"Non-Ferrous Founders' Society",18,"Manufacturing",,,
"Alcoa",18,"Manufacturing",,,
"Union Plus",18,"Unions",,,
"Abbott Laboratories",18,"Health",,,
"Abbott Laboratories",18,"Other",,,
"GlaxoSmithKline",18,"Health",,,
"American Association of Exporters and Importers",17,"Other",,,
"American Association of Exporters and Importers",17,"Trade Associations",,,
"American Association of Exporters and Importers",17,"Misc Trade",,,
"International Union of Operating Engineers",17,"Other",,,
"International Union of Operating Engineers",17,"Unions",,,
"Public Campaign",17,"Other",,,
"Public Campaign",17,"Misc Issues",,,
"Public Campaign",17,"Non-Profit Institutions",,,
"American Humane Association",17,"Other",,,
"American Humane Association",17,"Human Rights",,,
"American Humane Association",17,"Misc Issues",,,
"American Humane Association",17,"Non-Profit Institutions",,,
"American Family Association",17,"Other",,,
"American Family Association",17,"Women's Issues",,,
"American Family Association",17,"Religious",,,
"American Family Association",17,"Political",,,
"National Association of Insurance and Financial Advisors",17,"Other",,,
"National Association of Insurance and Financial Advisors",17,"Insurance",,,
"Infectious Diseases Society of America",17,"Other",,,
"Infectious Diseases Society of America",17,"Health",,,
"Infectious Diseases Society of America",17,"Human Rights",,,
"National Farmers Organization",17,"Other",,,
"National Farmers Organization",17,"Farming",,,
"Oceana",17,"Other",,,
"Oceana",17,"Environmental",,,
"American Academy of Child and Adolescent Psychiatry",17,"Other",,,
"American Academy of Child and Adolescent Psychiatry",17,"Health",,,
"Campaign for Contract Agriculture Reform",17,"Other",,,
"Campaign for Contract Agriculture Reform",17,"Farming",,,
"Campaign for Contract Agriculture Reform",17,"Misc Issues",,,
"Campaign for Contract Agriculture Reform",17,"Unions",,,
"United States Student Association",17,"Other",,,
"United States Student Association",17,"Education",,,
"United States Student Association",17,"Misc Issues",,,
"iSolon.org",17,"Other",,,
"iSolon.org",17,"Political",,,
"iSolon.org",17,"Misc Issues",,,
"Solar Energy Industries Association",17,"Other",,,
"Solar Energy Industries Association",17,"Energy",,,
"Families Against Mandatory Minimums",17,"Other",,,
"Families Against Mandatory Minimums",17,"Human Rights",,,
"Families Against Mandatory Minimums",17,"Misc Issues",,,
"Families Against Mandatory Minimums",17,"Non-Profit Institutions",,,
"Transport Workers Union of America",17,"Other",,,
"Transport Workers Union of America",17,"Unions",,,
"Jobs With Justice",17,"Other",,,
"Jobs With Justice",17,"Human Rights",,,
"Jobs With Justice",17,"Unions",,,
"National Wild Turkey Federation",17,"Other",,,
"National Wild Turkey Federation",17,"Environmental",,,
"National Wild Turkey Federation",17,"Farming",,,
"Coalition for Sensible Safeguards",17,"Other",,,
"Coalition for Sensible Safeguards",17,"Trade Associations",,,
"Coalition for Sensible Safeguards",17,"Misc Issues",,,
"TechFreedom",17,"Other",,,
"TechFreedom",17,"Telecom",,,
"TechFreedom",17,"Misc Issues",,,
"Women Impacting Public Policy",17,"Other",,,
"Women Impacting Public Policy",17,"Trade Associations",,,
"Women Impacting Public Policy",17,"Women's Issues",,,
"National Sunflower Association",17,"Farming",,,
"National Business Aviation Association",17,"Transportation",,,
"National Business Aviation Association",17,"Trade Associations",,,
"Tire Industry Association",17,"Automotive",,,
"Distilled Spirits Council of the United States",17,"Beer, Wine & Liquor",,,
"Window & Door Manufacturers Association",17,"Construction",,,
"Window & Door Manufacturers Association",17,"Manufacturing",,,
"Interlocking Concrete Pavement Institute",17,"Construction",,,
"Kitchen Cabinet Manufacturers Association",17,"Construction",,,
"Kitchen Cabinet Manufacturers Association",17,"Manufacturing",,,
"Ingersoll Rand",17,"Construction",,,
"Ingersoll Rand",17,"Manufacturing",,,
"National Franchisee Association",17,"Trade Associations",,,
"National Franchisee Association",17,"Food & Beverage",,,
"International Sign Association",17,"Trade Services",,,
"The Clearing House",17,"Financial",,,
"SAP",17,"Manufacturing",,,
"EMC Corporation",17,"Manufacturing",,,
"U.S. Green Building Council",17,"Environmental",,,
"U.S. Green Building Council",17,"Construction",,,
"U.S. Green Building Council",17,"Energy",,,
"U.S. Green Building Council",17,"Non-Profit Institutions",,,
"PepsiCo",17,"Food & Beverage",,,
"General Mills",17,"Food & Beverage",,,
"International Paper",17,"Extraction",,,
"American Booksellers Foundation for Free Expression",17,"Human Rights",,,
"American Booksellers Foundation for Free Expression",17,"Misc Trade",,,
"American Booksellers Foundation for Free Expression",17,"Retail",,,
"National Black Justice Coalition",17,"Human Rights",,,
"Labor Council for Latin American Advancement",17,"Human Rights",,,
"Labor Council for Latin American Advancement",17,"Unions",,,
"Center for Medicare Advocacy",17,"Human Rights",,,
"Center for Medicare Advocacy",17,"Health",,,
"Center for Medicare Advocacy",17,"Misc Issues",,,
"Center for Economic Justice",17,"Human Rights",,,
"Center for Economic Justice",17,"Misc Issues",,,
"STOP Foodborne Illness",17,"Human Rights",,,
"STOP Foodborne Illness",17,"Health",,,
"STOP Foodborne Illness",17,"Misc Issues",,,
"Amazon.com",17,"Telecom",,,
"American Society of Travel Agents",17,"Tourism",,,
"U.S. Chamber Watch",17,"Misc Issues",,,
"U.S. Chamber Watch",17,"Unions",,,
"Cummins",17,"Manufacturing",,,
"Consumer Healthcare Products Association",17,"Health",,,
"Newspaper Association of America",17,"Misc Trade",,,
"Independent Women's Voice",17,"Political",,,
"Independent Women's Voice",17,"Women's Issues",,,
"Mayors Against Illegal Guns",16,"Other",,,
"Mayors Against Illegal Guns",16,"Firearms",,,
"Blinded Veterans Association",16,"Other",,,
"Blinded Veterans Association",16,"Human Rights",,,
"California Public Employees' Retirement System",16,"Other",,,
"California Public Employees' Retirement System",16,"Civil Servants/Public Officials",,,
"California Public Employees' Retirement System",16,"Unions",,,
"California Public Employees' Retirement System",16,"Political",,,
"California Public Employees' Retirement System",16,"Financial",,,
"Generic Pharmaceutical Association",16,"Other",,,
"Generic Pharmaceutical Association",16,"Health",,,
"National Association of Regional Councils",16,"Other",,,
"National Association of Regional Councils",16,"Civil Servants/Public Officials",,,
"EDUCAUSE",16,"Other",,,
"EDUCAUSE",16,"Education",,,
"EDUCAUSE",16,"Non-Profit Institutions",,,
"National Latino Farmers & Ranchers Trade Association",16,"Other",,,
"National Latino Farmers & Ranchers Trade Association",16,"Farming",,,
"National Latino Farmers & Ranchers Trade Association",16,"Human Rights",,,
"Lutheran Immigration and Refugee Service",16,"Other",,,
"Lutheran Immigration and Refugee Service",16,"Religious",,,
"Air Force Sergeants Association",16,"Other",,,
"Air Force Sergeants Association",16,"Unions",,,
"National Association of Pediatric Nurse Practitioners",16,"Other",,,
"National Association of Pediatric Nurse Practitioners",16,"Health",,,
"American Society of Clinical Oncology",16,"Other",,,
"American Society of Clinical Oncology",16,"Health",,,
"Travel Goods Association",16,"Other",,,
"Travel Goods Association",16,"Trade Associations",,,
"Travel Goods Association",16,"Manufacturing",,,
"Travel Goods Association",16,"Transportation",,,
"Travel Goods Association",16,"Retail",,,
"National Fire Protection Association",16,"Other",,,
"National Fire Protection Association",16,"Trade Services",,,
"National Fire Protection Association",16,"Construction",,,
"National Fire Protection Association",16,"Human Rights",,,
"National Fire Protection Association",16,"Non-Profit Institutions",,,
"National Fire Protection Association",16,"Unions",,,
"National Association of State Energy Officials",16,"Other",,,
"National Association of State Energy Officials",16,"Civil Servants/Public Officials",,,
"National Association of State Energy Officials",16,"Environmental",,,
"National Association of State Energy Officials",16,"Energy",,,
"United Methodist Church",16,"Other",,,
"United Methodist Church",16,"Religious",,,
"American Council on International Personnel",16,"Other",,,
"American Council on International Personnel",16,"Trade Associations",,,
"American Council on International Personnel",16,"Trade Services",,,
"National Asian Pacific American Women's Forum",16,"Other",,,
"National Asian Pacific American Women's Forum",16,"Human Rights",,,
"National Asian Pacific American Women's Forum",16,"Women's Issues",,,
"National Immigration Forum",16,"Other",,,
"National Immigration Forum",16,"Human Rights",,,
"National Sustainable Agriculture Coalition",16,"Other",,,
"National Sustainable Agriculture Coalition",16,"Farming",,,
"National Sustainable Agriculture Coalition",16,"Environmental",,,
"Airports Council International-North America",16,"Transportation",,,
"Fashion Accessories Shippers Association",16,"Trade Associations",,,
"Fashion Accessories Shippers Association",16,"Manufacturing",,,
"Fashion Accessories Shippers Association",16,"Retail",,,
"Eastman Chemical Company",16,"Manufacturing",,,
"Council on American-Islamic Relations",16,"Religious",,,
"Council on American-Islamic Relations",16,"Human Rights",,,
"U.S. Canola Association",16,"Farming",,,
"U.S. Canola Association",16,"Food & Beverage",,,
"Progressive States Network",16,"Political",,,
"Progressive States Network",16,"Misc Issues",,,
"Los Padres ForestWatch",16,"Environmental",,,
"American Foreign Service Association",16,"Defense",,,
"American Foreign Service Association",16,"Unions",,,
"American Academy of Ophthalmology",16,"Health",,,
"American College of Radiology",16,"Health",,,
"Roche",16,"Health",,,
"Assisted Living Federation of America",16,"Health",,,
"National Center for Healthy Housing",16,"Construction",,,
"National Center for Healthy Housing",16,"Human Rights",,,
"National Center for Assisted Living",16,"Health",,,
"NYC Food and Farm Bill Working Group",16,"Human Rights",,,
"NYC Food and Farm Bill Working Group",16,"Misc Issues",,,
"Hispanic Leadership Fund",16,"Human Rights",,,
"Hispanic Leadership Fund",16,"Political",,,
"NAACP Legal Defense and Educational Fund",16,"Human Rights",,,
"Save the Children",16,"Human Rights",,,
"Save the Children",16,"Other",,,
"Breast Cancer Action",16,"Human Rights",,,
"Breast Cancer Action",16,"Health",,,
"American Association on Health and Disability",16,"Human Rights",,,
"American Association on Health and Disability",16,"Health",,,
"Cost of Government Center",16,"Misc Issues",,,
"Cost of Government Center",16,"Political",,,
"Marine Retailers Association of the Americas",16,"Transportation",,,
"Marine Retailers Association of the Americas",16,"Retail",,,
"Madison Project",16,"Political",,,
"CVS Caremark",16,"Retail",,,
"Business and Professional Women's Foundation",16,"Women's Issues",,,
"Major Cities Chiefs Association",15,"Other",,,
"Major Cities Chiefs Association",15,"Civil Servants/Public Officials",,,
"Major Cities Chiefs Association",15,"Unions",,,
"Electronic Privacy Information Center",15,"Other",,,
"Electronic Privacy Information Center",15,"Financial",,,
"Electronic Privacy Information Center",15,"Misc Issues",,,
"National Center for Public Policy Research",15,"Other",,,
"National Center for Public Policy Research",15,"Education",,,
"National Center for Public Policy Research",15,"Misc Issues",,,
"National Center for Public Policy Research",15,"Political",,,
"College and University Professional Association for Human Resources",15,"Other",,,
"College and University Professional Association for Human Resources",15,"Trade Services",,,
"College and University Professional Association for Human Resources",15,"Education",,,
"College and University Professional Association for Human Resources",15,"Health",,,
"Sexuality Information and Education Council of the United States",15,"Other",,,
"Sexuality Information and Education Council of the United States",15,"Education",,,
"Sexuality Information and Education Council of the United States",15,"Human Rights",,,
"Sexuality Information and Education Council of the United States",15,"Health",,,
"American Medical Women's Association",15,"Other",,,
"American Medical Women's Association",15,"Health",,,
"Aetna",15,"Other",,,
"Aetna",15,"Health",,,
"Aetna",15,"Insurance",,,
"Federation of American Scientists",15,"Other",,,
"Federation of American Scientists",15,"Human Rights",,,
"Federation of American Scientists",15,"Misc Issues",,,
"Federation of American Scientists",15,"Non-Profit Institutions",,,
"Federation of American Scientists",15,"Health",,,
"National Association of State Head Injury Administrators",15,"Other",,,
